 66.98	102946	102946	U	0	unclassified
 33.02	50750	19	R	1	root
 32.95	50646	366	R1	131567	  cellular organisms
 31.11	47817	2545	D	2	    Bacteria
 16.67	25621	1693	P	1224	      Proteobacteria
  6.85	10526	658	C	28211	        Alphaproteobacteria
  3.86	5936	415	O	356	          Rhizobiales
  1.50	2313	146	F	41294	            Bradyrhizobiaceae
  1.09	1679	427	G	374	              Bradyrhizobium
  0.36	550	136	G1	2631580	                unclassified Bradyrhizobium
  0.05	82	82	S	858422	                  Bradyrhizobium sp. CCBAU 051011
  0.04	64	64	S	2057741	                  Bradyrhizobium sp. SK17
  0.03	44	44	S	115808	                  Bradyrhizobium sp. ORS 285
  0.03	44	44	S	1197460	                  Bradyrhizobium sp. 6(2017)
  0.02	37	37	S	167468	                  Bradyrhizobium sp. ORS 3257
  0.02	37	37	S	288000	                  Bradyrhizobium sp. BTAi1
  0.02	31	31	S	114615	                  Bradyrhizobium sp. ORS 278
  0.02	25	25	S	1223566	                  Bradyrhizobium sp. CCGE-LA001
  0.01	17	17	S	376	                  Bradyrhizobium sp.
  0.01	12	12	S	1404864	                  Bradyrhizobium sp. 58S1
  0.01	9	9	S	335659	                  Bradyrhizobium sp. S23321
  0.00	6	6	S	2493093	                  Bradyrhizobium sp. LCT2
  0.00	5	5	S	319017	                  Bradyrhizobium sp. WSM471
  0.00	1	1	S	2599805	                  Bradyrhizobium sp. SG09
  0.09	132	132	S	1437360	                Bradyrhizobium erythrophlei
  0.08	116	116	S	1274631	                Bradyrhizobium icense
  0.06	95	95	S	190148	                Bradyrhizobium paxllaeri
  0.04	55	43	S	375	                Bradyrhizobium japonicum
  0.01	12	12	S1	476282	                  Bradyrhizobium japonicum SEMIA 5079
  0.03	41	41	S	255045	                Bradyrhizobium canariense
  0.03	40	40	S	722472	                Bradyrhizobium lablabi
  0.03	39	39	S	1325107	                Bradyrhizobium zhanjiangense
  0.02	31	31	S	1325090	                Bradyrhizobium guangdongense
  0.02	28	28	S	1404367	                Bradyrhizobium symbiodeficiens
  0.02	27	27	S	1355477	                Bradyrhizobium diazoefficiens
  0.01	23	23	S	1325115	                Bradyrhizobium guangxiense
  0.01	22	22	S	1325095	                Bradyrhizobium guangzhouense
  0.01	22	0	S	44255	                Bradyrhizobium oligotrophicum
  0.01	22	22	S1	1245469	                  Bradyrhizobium oligotrophicum S58
  0.01	13	13	S	244734	                Bradyrhizobium betae
  0.01	12	12	S	1404768	                Bradyrhizobium amphicarpaeae
  0.00	6	6	S	931866	                Bradyrhizobium ottawaense
  0.12	178	0	G	1073	              Rhodopseudomonas
  0.12	178	77	S	1076	                Rhodopseudomonas palustris
  0.02	27	27	S1	316058	                  Rhodopseudomonas palustris HaA2
  0.02	26	26	S1	316055	                  Rhodopseudomonas palustris BisA53
  0.02	26	26	S1	316056	                  Rhodopseudomonas palustris BisB18
  0.01	11	11	S1	395960	                  Rhodopseudomonas palustris TIE-1
  0.01	9	9	S1	652103	                  Rhodopseudomonas palustris DX-1
  0.00	2	2	S1	258594	                  Rhodopseudomonas palustris CGA009
  0.10	148	3	G	85413	              Bosea
  0.08	125	13	G1	2653178	                unclassified Bosea
  0.02	29	29	S	1842539	                  Bosea sp. RAC05
  0.02	24	24	S	2599640	                  Bosea sp. F3-2
  0.01	21	21	S	1867715	                  Bosea sp. Tri-49
  0.01	21	21	S	2015316	                  Bosea sp. AS-1
  0.01	17	17	S	1792307	                  Bosea sp. PAMC 26642
  0.01	20	20	S	1526658	                Bosea vaviloviae
  0.03	39	2	G	911	              Nitrobacter
  0.02	29	0	S	912	                Nitrobacter hamburgensis
  0.02	29	29	S1	323097	                  Nitrobacter hamburgensis X14
  0.01	8	0	S	913	                Nitrobacter winogradskyi
  0.01	8	8	S1	323098	                  Nitrobacter winogradskyi Nb-255
  0.02	37	0	G	1033	              Afipia
  0.02	37	0	G1	2642050	                unclassified Afipia
  0.02	37	37	S	1882747	                  Afipia sp. GAS231
  0.02	33	0	G	1395974	              Tardiphaga
  0.02	33	31	G1	2631404	                unclassified Tardiphaga
  0.00	1	1	S	2592814	                  Tardiphaga sp. vice154
  0.00	1	1	S	2592815	                  Tardiphaga sp. vice278
  0.01	20	0	G	40136	              Oligotropha
  0.01	20	19	S	40137	                Oligotropha carboxidovorans
  0.00	1	1	S1	504832	                  Oligotropha carboxidovorans OM5
  0.01	20	0	G	1649510	              Variibacter
  0.01	20	20	S	1333996	                Variibacter gotjawalensis
  0.01	13	0	F1	81426	              unclassified Bradyrhizobiaceae
  0.01	13	13	S	709797	                Bradyrhizobiaceae bacterium SG-6C
  0.49	746	47	F	82115	            Rhizobiaceae
  0.30	454	32	F1	227290	              Rhizobium/Agrobacterium group
  0.20	314	70	G	379	                Rhizobium
  0.05	83	29	G1	2613769	                  unclassified Rhizobium
  0.01	11	11	S	2028343	                    Rhizobium sp. 11515TR
  0.01	9	9	S	2603277	                    Rhizobium sp. WL3
  0.01	8	8	S	2048897	                    Rhizobium sp. NXC24
  0.00	6	6	S	1301032	                    Rhizobium sp. IE4771
  0.00	5	5	S	1571470	                    Rhizobium sp. ACO-34A
  0.00	5	5	S	2020312	                    Rhizobium sp. CIAT894
  0.00	3	3	S	1435607	                    Rhizobium sp. Khangiran2
  0.00	3	3	S	2020311	                    Rhizobium sp. Kim5
  0.00	2	2	S	1914541	                    Rhizobium sp. Y9
  0.00	1	1	S	2364271	                    Rhizobium sp. CCGE531
  0.00	1	1	S	1981173	                    Rhizobium sp. NXC14
  0.04	63	35	S	384	                  Rhizobium leguminosarum
  0.01	17	7	S1	387	                    Rhizobium leguminosarum bv. viciae
  0.00	7	7	S2	216596	                      Rhizobium leguminosarum bv. viciae 3841
  0.00	3	3	S2	936136	                      Rhizobium leguminosarum bv. viciae 248
  0.01	11	0	S1	386	                    Rhizobium leguminosarum bv. trifolii
  0.00	4	4	S2	395491	                      Rhizobium leguminosarum bv. trifolii WSM1325
  0.00	3	3	S2	1033991	                      Rhizobium leguminosarum bv. trifolii CB782
