 66.59	71282	71282	U	0	unclassified
 33.41	35763	14	R	1	root
 33.34	35686	267	R1	131567	  cellular organisms
 31.35	33560	1743	D	2	    Bacteria
 17.04	18236	1205	P	1224	      Proteobacteria
  6.97	7461	411	C	28211	        Alphaproteobacteria
  3.88	4148	302	O	356	          Rhizobiales
  1.52	1625	98	F	41294	            Bradyrhizobiaceae
  1.12	1199	301	G	374	              Bradyrhizobium
  0.36	385	87	G1	2631580	                unclassified Bradyrhizobium
  0.07	71	71	S	858422	                  Bradyrhizobium sp. CCBAU 051011
  0.04	46	46	S	1197460	                  Bradyrhizobium sp. 6(2017)
  0.04	40	40	S	2057741	                  Bradyrhizobium sp. SK17
  0.03	29	29	S	115808	                  Bradyrhizobium sp. ORS 285
  0.03	28	28	S	167468	                  Bradyrhizobium sp. ORS 3257
  0.02	23	23	S	288000	                  Bradyrhizobium sp. BTAi1
  0.01	15	15	S	1223566	                  Bradyrhizobium sp. CCGE-LA001
  0.01	14	14	S	376	                  Bradyrhizobium sp.
  0.01	10	10	S	114615	                  Bradyrhizobium sp. ORS 278
  0.01	6	6	S	1404864	                  Bradyrhizobium sp. 58S1
  0.00	5	5	S	319017	                  Bradyrhizobium sp. WSM471
  0.00	4	4	S	2493093	                  Bradyrhizobium sp. LCT2
  0.00	3	3	S	2599819	                  Bradyrhizobium sp. TM102
  0.00	2	2	S	335659	                  Bradyrhizobium sp. S23321
  0.00	2	2	S	2599805	                  Bradyrhizobium sp. SG09
  0.09	96	96	S	190148	                Bradyrhizobium paxllaeri
  0.08	89	89	S	1437360	                Bradyrhizobium erythrophlei
  0.07	78	78	S	1274631	                Bradyrhizobium icense
  0.03	37	37	S	722472	                Bradyrhizobium lablabi
  0.03	30	22	S	375	                Bradyrhizobium japonicum
  0.01	8	8	S1	476282	                  Bradyrhizobium japonicum SEMIA 5079
  0.02	26	26	S	255045	                Bradyrhizobium canariense
  0.02	20	0	S	44255	                Bradyrhizobium oligotrophicum
  0.02	20	20	S1	1245469	                  Bradyrhizobium oligotrophicum S58
  0.02	20	20	S	1325107	                Bradyrhizobium zhanjiangense
  0.02	19	19	S	1404367	                Bradyrhizobium symbiodeficiens
  0.02	17	17	S	1325115	                Bradyrhizobium guangxiense
  0.01	16	16	S	1355477	                Bradyrhizobium diazoefficiens
  0.01	15	15	S	1325095	                Bradyrhizobium guangzhouense
  0.01	15	15	S	1325090	                Bradyrhizobium guangdongense
  0.01	14	14	S	1404768	                Bradyrhizobium amphicarpaeae
  0.01	13	13	S	244734	                Bradyrhizobium betae
  0.01	8	8	S	931866	                Bradyrhizobium ottawaense
  0.10	112	0	G	1073	              Rhodopseudomonas
  0.10	112	54	S	1076	                Rhodopseudomonas palustris
  0.02	19	19	S1	316055	                  Rhodopseudomonas palustris BisA53
  0.01	16	16	S1	316056	                  Rhodopseudomonas palustris BisB18
  0.01	15	15	S1	316058	                  Rhodopseudomonas palustris HaA2
  0.00	4	4	S1	395960	                  Rhodopseudomonas palustris TIE-1
  0.00	3	3	S1	652103	                  Rhodopseudomonas palustris DX-1
  0.00	1	1	S1	258594	                  Rhodopseudomonas palustris CGA009
  0.10	110	3	G	85413	              Bosea
  0.08	89	3	G1	2653178	                unclassified Bosea
  0.02	25	25	S	1867715	                  Bosea sp. Tri-49
  0.02	19	19	S	1842539	                  Bosea sp. RAC05
  0.02	19	19	S	2599640	                  Bosea sp. F3-2
  0.01	15	15	S	2015316	                  Bosea sp. AS-1
  0.01	8	8	S	1792307	                  Bosea sp. PAMC 26642
  0.02	18	18	S	1526658	                Bosea vaviloviae
  0.03	30	0	G	1395974	              Tardiphaga
  0.03	30	29	G1	2631404	                unclassified Tardiphaga
  0.00	1	1	S	2592814	                  Tardiphaga sp. vice154
  0.03	27	1	G	911	              Nitrobacter
  0.01	14	0	S	912	                Nitrobacter hamburgensis
  0.01	14	14	S1	323097	                  Nitrobacter hamburgensis X14
  0.01	12	0	S	913	                Nitrobacter winogradskyi
  0.01	12	12	S1	323098	                  Nitrobacter winogradskyi Nb-255
  0.02	18	0	G	1033	              Afipia
  0.02	18	0	G1	2642050	                unclassified Afipia
  0.02	18	18	S	1882747	                  Afipia sp. GAS231
  0.01	12	0	F1	81426	              unclassified Bradyrhizobiaceae
  0.01	12	12	S	709797	                Bradyrhizobiaceae bacterium SG-6C
  0.01	12	0	G	1649510	              Variibacter
  0.01	12	12	S	1333996	                Variibacter gotjawalensis
  0.01	7	0	G	40136	              Oligotropha
  0.01	7	7	S	40137	                Oligotropha carboxidovorans
  0.45	477	28	F	82115	            Rhizobiaceae
  0.26	283	22	F1	227290	              Rhizobium/Agrobacterium group
  0.17	178	46	G	379	                Rhizobium
  0.04	44	22	S	384	                  Rhizobium leguminosarum
  0.01	16	0	S1	386	                    Rhizobium leguminosarum bv. trifolii
