 64.77	369914	369914	U	0	unclassified
 35.23	201199	91	R	1	root
 35.15	200741	1506	R1	131567	  cellular organisms
 33.11	189117	9490	D	2	    Bacteria
 17.72	101210	6282	P	1224	      Proteobacteria
  7.89	45046	2534	C	28211	        Alphaproteobacteria
  4.53	25882	1879	O	356	          Rhizobiales
  1.80	10267	634	F	41294	            Bradyrhizobiaceae
  1.30	7418	1787	G	374	              Bradyrhizobium
  0.42	2426	567	G1	2631580	                unclassified Bradyrhizobium
  0.07	421	421	S	858422	                  Bradyrhizobium sp. CCBAU 051011
  0.04	232	232	S	2057741	                  Bradyrhizobium sp. SK17
  0.04	230	230	S	1197460	                  Bradyrhizobium sp. 6(2017)
  0.04	204	204	S	115808	                  Bradyrhizobium sp. ORS 285
  0.03	172	172	S	288000	                  Bradyrhizobium sp. BTAi1
  0.03	148	148	S	167468	                  Bradyrhizobium sp. ORS 3257
  0.02	112	112	S	114615	                  Bradyrhizobium sp. ORS 278
  0.02	110	110	S	1223566	                  Bradyrhizobium sp. CCGE-LA001
  0.01	74	74	S	376	                  Bradyrhizobium sp.
  0.01	48	48	S	1404864	                  Bradyrhizobium sp. 58S1
  0.01	43	43	S	319017	                  Bradyrhizobium sp. WSM471
  0.01	29	29	S	335659	                  Bradyrhizobium sp. S23321
  0.00	21	21	S	2493093	                  Bradyrhizobium sp. LCT2
  0.00	9	9	S	2599805	                  Bradyrhizobium sp. SG09
  0.00	6	6	S	2599819	                  Bradyrhizobium sp. TM102
  0.11	642	642	S	1437360	                Bradyrhizobium erythrophlei
  0.09	505	505	S	1274631	                Bradyrhizobium icense
  0.08	463	463	S	190148	                Bradyrhizobium paxllaeri
  0.04	206	163	S	375	                Bradyrhizobium japonicum
  0.01	43	43	S1	476282	                  Bradyrhizobium japonicum SEMIA 5079
  0.03	186	186	S	722472	                Bradyrhizobium lablabi
  0.03	184	184	S	255045	                Bradyrhizobium canariense
  0.02	140	140	S	1325107	                Bradyrhizobium zhanjiangense
  0.02	131	0	S	44255	                Bradyrhizobium oligotrophicum
  0.02	131	131	S1	1245469	                  Bradyrhizobium oligotrophicum S58
  0.02	128	128	S	1404367	                Bradyrhizobium symbiodeficiens
  0.02	116	116	S	1325095	                Bradyrhizobium guangzhouense
  0.02	106	106	S	1325090	                Bradyrhizobium guangdongense
  0.02	98	97	S	1355477	                Bradyrhizobium diazoefficiens
  0.00	1	1	S1	224911	                  Bradyrhizobium diazoefficiens USDA 110
  0.02	94	94	S	1404768	                Bradyrhizobium amphicarpaeae
  0.02	93	93	S	1325115	                Bradyrhizobium guangxiense
  0.01	77	77	S	244734	                Bradyrhizobium betae
  0.01	36	36	S	931866	                Bradyrhizobium ottawaense
  0.14	782	0	G	1073	              Rhodopseudomonas
  0.14	782	329	S	1076	                Rhodopseudomonas palustris
  0.03	147	147	S1	316055	                  Rhodopseudomonas palustris BisA53
  0.02	125	125	S1	316056	                  Rhodopseudomonas palustris BisB18
  0.02	109	109	S1	316058	                  Rhodopseudomonas palustris HaA2
  0.00	28	28	S1	258594	                  Rhodopseudomonas palustris CGA009
  0.00	22	22	S1	395960	                  Rhodopseudomonas palustris TIE-1
  0.00	22	22	S1	652103	                  Rhodopseudomonas palustris DX-1
  0.12	668	26	G	85413	              Bosea
  0.10	545	36	G1	2653178	                unclassified Bosea
  0.02	126	126	S	1867715	                  Bosea sp. Tri-49
  0.02	110	110	S	2599640	                  Bosea sp. F3-2
  0.02	102	102	S	1842539	                  Bosea sp. RAC05
  0.02	95	95	S	2015316	                  Bosea sp. AS-1
  0.01	76	76	S	1792307	                  Bosea sp. PAMC 26642
  0.02	97	97	S	1526658	                Bosea vaviloviae
  0.03	194	4	G	911	              Nitrobacter
  0.02	121	0	S	912	                Nitrobacter hamburgensis
  0.02	121	121	S1	323097	                  Nitrobacter hamburgensis X14
  0.01	69	0	S	913	                Nitrobacter winogradskyi
  0.01	69	69	S1	323098	                  Nitrobacter winogradskyi Nb-255
  0.03	169	0	G	1395974	              Tardiphaga
  0.03	169	158	G1	2631404	                unclassified Tardiphaga
  0.00	5	5	S	2592814	                  Tardiphaga sp. vice154
  0.00	4	4	S	2592817	                  Tardiphaga sp. vice304
  0.00	2	2	S	2592815	                  Tardiphaga sp. vice278
  0.02	138	0	G	1033	              Afipia
  0.02	138	0	G1	2642050	                unclassified Afipia
  0.02	138	138	S	1882747	                  Afipia sp. GAS231
  0.02	103	0	G	1649510	              Variibacter
  0.02	103	103	S	1333996	                Variibacter gotjawalensis
  0.01	82	0	G	40136	              Oligotropha
  0.01	82	82	S	40137	                Oligotropha carboxidovorans
  0.01	79	0	F1	81426	              unclassified Bradyrhizobiaceae
  0.01	79	79	S	709797	                Bradyrhizobiaceae bacterium SG-6C
  0.55	3160	173	F	82115	            Rhizobiaceae
  0.35	1972	164	F1	227290	              Rhizobium/Agrobacterium group
  0.23	1303	305	G	379	                Rhizobium
  0.06	333	105	G1	2613769	                  unclassified Rhizobium
  0.01	36	36	S	2603277	                    Rhizobium sp. WL3
  0.01	34	34	S	2028343	                    Rhizobium sp. 11515TR
