 90.99	36600802	36600802	U	0	unclassified
  9.01	3625021	531	R	1	root
  9.01	3623054	10375	R1	131567	  cellular organisms
  8.88	3570655	215862	D	2	    Bacteria
  5.58	2244635	184133	P	1224	      Proteobacteria
  2.77	1115791	84268	C	28211	        Alphaproteobacteria
  1.71	688124	51133	O	356	          Rhizobiales
  0.85	340050	33470	F	41294	            Bradyrhizobiaceae
  0.62	249128	86305	G	374	              Bradyrhizobium
  0.08	32847	32847	S	1437360	                Bradyrhizobium erythrophlei
  0.06	24167	23276	S	1355477	                Bradyrhizobium diazoefficiens
  0.00	891	891	S1	224911	                  Bradyrhizobium diazoefficiens USDA 110
  0.03	12323	12323	S	1274631	                Bradyrhizobium icense
  0.03	12199	12199	S	2057741	                Bradyrhizobium sp. SK17
  0.03	11113	11113	S	722472	                Bradyrhizobium lablabi
  0.03	10754	9153	S	375	                Bradyrhizobium japonicum
  0.00	1586	1586	S1	476282	                  Bradyrhizobium japonicum SEMIA 5079
  0.00	15	15	S1	1037409	                  Bradyrhizobium japonicum USDA 6
  0.02	7285	7285	S	335659	                Bradyrhizobium sp. S23321
  0.02	6561	6561	S	931866	                Bradyrhizobium ottawaense
  0.02	6220	6220	S	1223566	                Bradyrhizobium sp. CCGE-LA001
  0.01	5224	0	S	44255	                Bradyrhizobium oligotrophicum
  0.01	5224	5224	S1	1245469	                  Bradyrhizobium oligotrophicum S58
  0.01	4772	4772	S	288000	                Bradyrhizobium sp. BTAi1
  0.01	4732	4732	S	1404367	                Bradyrhizobium sp. 3 85S1MB
  0.01	4590	4590	S	114615	                Bradyrhizobium sp. ORS 278
  0.01	4573	4573	S	1404768	                Bradyrhizobium sp. 2 39S1MB
  0.01	4562	4562	S	115808	                Bradyrhizobium sp. ORS 285
  0.01	3858	3858	S	376	                Bradyrhizobium sp.
  0.01	3737	3737	S	319017	                Bradyrhizobium sp. WSM471
  0.01	3306	3306	S	1839752	                Bradyrhizobium sp. G22
  0.06	23718	0	G	1073	              Rhodopseudomonas
  0.06	23718	8420	S	1076	                Rhodopseudomonas palustris
  0.01	3253	3253	S1	316056	                  Rhodopseudomonas palustris BisB18
  0.01	3039	3039	S1	316058	                  Rhodopseudomonas palustris HaA2
  0.01	2998	2998	S1	316055	                  Rhodopseudomonas palustris BisA53
  0.01	2581	2581	S1	316057	                  Rhodopseudomonas palustris BisB5
  0.01	2037	2037	S1	652103	                  Rhodopseudomonas palustris DX-1
  0.00	695	695	S1	258594	                  Rhodopseudomonas palustris CGA009
  0.00	695	695	S1	395960	                  Rhodopseudomonas palustris TIE-1
  0.03	10662	0	G	1033	              Afipia
  0.03	10662	10662	S	1882747	                Afipia sp. GAS231
  0.03	10307	1149	G	85413	              Bosea
  0.01	2587	2587	S	2015316	                Bosea sp. AS-1
  0.01	2427	2427	S	1526658	                Bosea vaviloviae
  0.01	2225	2225	S	1842539	                Bosea sp. RAC05
  0.00	1919	1919	S	1792307	                Bosea sp. PAMC 26642
  0.01	4659	223	G	911	              Nitrobacter
  0.01	2831	0	S	912	                Nitrobacter hamburgensis
  0.01	2831	2831	S1	323097	                  Nitrobacter hamburgensis X14
  0.00	1605	0	S	913	                Nitrobacter winogradskyi
  0.00	1605	1605	S1	323098	                  Nitrobacter winogradskyi Nb-255
  0.01	3092	0	G	1649510	              Variibacter
  0.01	3092	3092	S	1333996	                Variibacter gotjawalensis
  0.01	2841	0	F1	81426	              unclassified Bradyrhizobiaceae
  0.01	2841	2841	S	709797	                Bradyrhizobiaceae bacterium SG-6C
  0.01	2173	0	G	40136	              Oligotropha
  0.01	2173	2147	S	40137	                Oligotropha carboxidovorans
  0.00	26	26	S1	504832	                  Oligotropha carboxidovorans OM5
  0.26	104607	1685	F	69277	            Phyllobacteriaceae
  0.24	94718	35097	G	68287	              Mesorhizobium
  0.06	25655	20235	S	381	                Mesorhizobium loti
  0.01	5420	5420	S1	935546	                  Mesorhizobium loti NZP2037
  0.02	7798	0	S	2066070	                Mesorhizobium japonicum
  0.02	7798	7798	S1	266835	                  Mesorhizobium japonicum MAFF 303099
  0.01	5941	0	S	71433	                Mesorhizobium amorphae
  0.01	5941	5941	S1	1082933	                  Mesorhizobium amorphae CCNWGS0123
  0.01	4675	0	S	593909	                Mesorhizobium opportunistum
  0.01	4675	4675	S1	536019	                  Mesorhizobium opportunistum WSM2075
  0.01	4485	750	S	39645	                Mesorhizobium ciceri
  0.01	3136	3136	S1	682633	                  Mesorhizobium ciceri ca181
  0.00	599	379	S1	278148	                  Mesorhizobium ciceri biovar biserrulae
  0.00	220	220	S2	765698	                    Mesorhizobium ciceri biovar biserrulae WSM1271
  0.01	3931	0	S	536018	                Mesorhizobium australicum
  0.01	3931	3931	S1	754035	                  Mesorhizobium australicum WSM2073
  0.01	2986	0	S	28104	                Mesorhizobium huakuii
  0.01	2986	2986	S1	763057	                  Mesorhizobium huakuii 7653R
  0.01	2048	2048	S	1670800	                Mesorhizobium oceanicum
  0.00	1613	1613	S	2108445	                Mesorhizobium sp. DCY119
  0.00	489	489	S	278153	                Mesorhizobium sp. WSM1497
  0.01	3658	240	G	31988	              Aminobacter
  0.00	1772	1772	S	83263	                Aminobacter aminovorans
  0.00	1646	1646	S	374606	                Aminobacter sp. MSH1
  0.00	1469	4	G	245876	              Nitratireductor
  0.00	1023	1023	S	1756988	                Nitratireductor sp. OM-1
  0.00	442	442	S	472175	                Nitratireductor basaltis
  0.00	1373	20	G	274591	              Hoeflea
  0.00	728	728	S	1620421	                Hoeflea sp. IMCC20628
  0.00	625	0	S	244596	                Hoeflea phototrophica
  0.00	625	625	S1	411684	                  Hoeflea phototrophica DFL-43
  0.00	908	0	G	449972	              Chelativorans
  0.00	908	908	S	266779	                Chelativorans sp. BNC1
  0.00	796	0	G	28100	              Phyllobacterium
  0.00	796	796	S	1867719	                Phyllobacterium zundukense
  0.18	71645	3923	F	82115	            Rhizobiaceae
  0.13	51357	3458	F1	227290	              Rhizobium/Agrobacterium group
  0.09	36950	9834	G	379	                Rhizobium
  0.02	6487	3054	S	384	                  Rhizobium leguminosarum
  0.01	2310	87	S1	386	                    Rhizobium leguminosarum bv. trifolii
  0.00	700	700	S2	1033991	                      Rhizobium leguminosarum bv. trifolii CB782
  0.00	649	649	S2	395492	                      Rhizobium leguminosarum bv. trifolii WSM2304
  0.00	495	495	S2	395491	                      Rhizobium leguminosarum bv. trifolii WSM1325
  0.00	379	379	S2	754523	                      Rhizobium leguminosarum bv. trifolii WSM1689
  0.00	1123	676	S1	387	                    Rhizobium leguminosarum bv. viciae
  0.00	447	447	S2	216596	                      Rhizobium leguminosarum bv. viciae 3841
  0.01	4155	0	S	398	                  Rhizobium tropici
  0.01	4155	4155	S1	698761	                    Rhizobium tropici CIAT 899
  0.01	3937	3937	S	2028343	                  Rhizobium sp. 11515TR
  0.01	3753	3753	S	2048897	                  Rhizobium sp. NXC24
  0.00	1574	522	S	29449	                  Rhizobium etli
  0.00	700	700	S1	538025	                    Rhizobium etli 8C-3
  0.00	157	0	S1	147700	                    Rhizobium etli bv. phaseoli
  0.00	157	157	S2	1432049	                      Rhizobium etli bv. phaseoli str. IE4803
  0.00	87	0	S1	323733	                    Rhizobium etli bv. mimosae
  0.00	87	87	S2	1328306	                      Rhizobium etli bv. mimosae str. Mim1
  0.00	79	79	S1	347834	                    Rhizobium etli CFN 42
  0.00	29	29	S1	491916	                    Rhizobium etli CIAT 652
  0.00	1336	897	S	56730	                  Rhizobium gallicum
  0.00	439	0	S1	142627	                    Rhizobium gallicum bv. gallicum
  0.00	439	439	S2	1418105	                      Rhizobium gallicum bv. gallicum R602
  0.00	1188	1188	S	348824	                  Rhizobium favelukesii
  0.00	997	997	S	1571470	                  Rhizobium sp. ACO-34A
  0.00	951	830	S	396	                  Rhizobium phaseoli
  0.00	121	121	S1	526949	                    Rhizobium phaseoli Brasil 5
  0.00	811	811	S	1125847	                  Rhizobium sp. NT-26
  0.00	629	629	S	1981173	                  Rhizobium sp. NXC14
  0.00	615	615	S	2020312	                  Rhizobium sp. CIAT894
  0.00	164	164	S	2020311	                  Rhizobium sp. Kim5
  0.00	136	136	S	1301032	                  Rhizobium sp. IE4771
  0.00	109	109	S	2020313	                  Rhizobium sp. TAL182
  0.00	87	87	S	1869170	                  Rhizobium sp. S41
  0.00	86	86	S	1914541	                  Rhizobium sp. Y9
  0.00	68	68	S	424182	                  Rhizobium sp. IRBG74
  0.00	29	29	S	1703969	                  Rhizobium sp. N324
  0.00	2	2	S	1703970	                  Rhizobium sp. N541
  0.00	2	2	S	1703960	                  Rhizobium sp. N113
  0.02	7339	819	G	357	                Agrobacterium
  0.01	4747	95	G1	1183400	                  Agrobacterium tumefaciens complex
  0.01	4203	1181	S	358	                    Agrobacterium tumefaciens
  0.01	2935	2935	S1	311403	                      Agrobacterium radiobacter K84
  0.00	52	52	S1	1300225	                      Agrobacterium tumefaciens WRT31
  0.00	35	35	S1	1300224	                      Agrobacterium tumefaciens P4
  0.00	449	0	S	1176649	                    Agrobacterium fabrum
  0.00	449	449	S1	176299	                      Agrobacterium fabrum str. C58
  0.00	728	728	S	1842536	                  Agrobacterium sp. RAC06
  0.00	577	0	S	373	                  Agrobacterium vitis
  0.00	577	577	S1	311402	                    Agrobacterium vitis S4
  0.00	419	419	S	359	                  Agrobacterium rhizogenes
  0.00	49	49	S	861208	                  Agrobacterium sp. H13-3
  0.01	3610	63	G	1525371	                Neorhizobium
  0.00	1949	473	S	399	                  Neorhizobium galegae
  0.00	740	0	S1	323656	                    Neorhizobium galegae bv. officinalis
  0.00	740	740	S2	1028801	                      Neorhizobium galegae bv. officinalis bv. officinalis str. HAMBI 1141
  0.00	736	0	S1	323655	                    Neorhizobium galegae bv. orientalis
  0.00	736	736	S2	1028800	                      Neorhizobium galegae bv. orientalis str. HAMBI 540
  0.00	856	856	S	1825976	                  Neorhizobium sp. NCHU2750
  0.00	742	742	S	2060726	                  Neorhizobium sp. SOG26
  0.04	14588	580	F1	227292	              Sinorhizobium/Ensifer group
  0.03	10328	1917	G	28105	                Sinorhizobium
  0.01	3499	0	G1	663276	                  Sinorhizobium fredii group
  0.01	3499	1431	S	380	                    Sinorhizobium fredii
  0.00	850	850	S1	1185652	                      Sinorhizobium fredii USDA 257
  0.00	763	763	S1	394	                      Sinorhizobium fredii NGR234
  0.00	139	139	S1	1128334	                      Sinorhizobium fredii CCBAU 83666
  0.00	109	109	S1	1128331	                      Sinorhizobium fredii CCBAU 45436
  0.00	108	108	S1	1117943	                      Sinorhizobium fredii HH103
  0.00	99	99	S1	1128330	                      Sinorhizobium fredii CCBAU 25509
  0.00	1859	1733	S	382	                  Sinorhizobium meliloti
  0.00	58	58	S1	1235461	                    Sinorhizobium meliloti GR4
  0.00	36	36	S1	1401243	                    Sinorhizobium meliloti RU11/001
  0.00	23	23	S1	693982	                    Sinorhizobium meliloti AK83
  0.00	5	5	S1	707241	                    Sinorhizobium meliloti SM11
  0.00	3	3	S1	698936	                    Sinorhizobium meliloti BL225C
